user_id,rest_id,rating,date
u-2p7wg_4xvgs8nWLkrU-puQ,b-UaMq3DUhtkoZ5WCEQm2T9g,1.0,2018-05-01 08:18:56
u-RRhco4irDXPk5EJmvuwr2w,b-UaMq3DUhtkoZ5WCEQm2T9g,2.0,2015-10-31 03:02:44
u-JT9Ux1QWW2x1tDyFNaSp1A,b-UaMq3DUhtkoZ5WCEQm2T9g,3.0,2016-04-03 19:16:05
u-77bSr4yTJrt__livHS3CKA,b-UaMq3DUhtkoZ5WCEQm2T9g,1.0,2018-01-20 00:51:16
u-xW6g0EMGxUqouRTzd0PItA,b-UaMq3DUhtkoZ5WCEQm2T9g,2.0,2018-05-24 06:31:06
u-ulM0B0JOkRDNLdZW3-rvFA,b-UaMq3DUhtkoZ5WCEQm2T9g,3.0,2018-03-18 18:54:07
u-O4Dim1eKErdBdKWUGpMxvQ,b-UaMq3DUhtkoZ5WCEQm2T9g,1.0,2015-10-03 20:54:51
u-8h6eKv00bmef5fExt7EWgg,b-UaMq3DUhtkoZ5WCEQm2T9g,1.0,2018-12-02 23:29:27
u-3W0lgVuuBCYpQqzy563WLQ,b-UaMq3DUhtkoZ5WCEQm2T9g,1.0,2019-11-25 21:28:21
u-CvJG4MAs3aVY8O2BuVKARg,b-UaMq3DUhtkoZ5WCEQm2T9g,4.0,2018-04-02 21:13:26
u-1ho5Y8iaj73Ak3i1fUCePg,b-UaMq3DUhtkoZ5WCEQm2T9g,3.0,2019-07-01 05:15:08
u-P41ptyME4S7rLnejVGJmUA,b-UaMq3DUhtkoZ5WCEQm2T9g,4.0,2017-07-09 04:39:27
u-JrXC_MDp38BWwLn2SFdNsA,b-UaMq3DUhtkoZ5WCEQm2T9g,4.0,2017-12-12 16:43:31
u-m66JEwIVUq_uQU06nWFHYA,b-UaMq3DUhtkoZ5WCEQm2T9g,2.0,2019-01-27 17:44:46
u-Ul42L3SbNiV0aB1eocj-KQ,b-UaMq3DUhtkoZ5WCEQm2T9g,4.0,2019-01-30 03:08:13
u-efK-KZ_2IuqtS1RoiWdy5w,b-UaMq3DUhtkoZ5WCEQm2T9g,4.0,2018-07-31 19:34:34
u--P4MdxIwar7DCEiOpD_GkQ,b-UaMq3DUhtkoZ5WCEQm2T9g,4.0,2019-05-11 20:15:05
u-pv8KCVEQ-nP9qyDP7YtXcw,b-UaMq3DUhtkoZ5WCEQm2T9g,3.0,2017-08-06 01:17:44
u-auxU8_xmF9Bi-sRD962_cA,b-UaMq3DUhtkoZ5WCEQm2T9g,4.0,2016-02-24 20:21:33
u-JYxejNDBlyiQJQDVi4HCWA,b-UaMq3DUhtkoZ5WCEQm2T9g,1.0,2018-08-06 10:40:19
u-S3h-0vC4OwyahD0idAIdRQ,b-UaMq3DUhtkoZ5WCEQm2T9g,3.0,2017-01-13 05:50:36
u-LwYZnGzCfpejTbjqcxj2Rw,b-UaMq3DUhtkoZ5WCEQm2T9g,4.0,2018-02-11 15:55:14
u-F0OeMvB1YTr0IJf-5CexZQ,b-UaMq3DUhtkoZ5WCEQm2T9g,4.0,2019-03-01 18:01:42
u-cZm0eIvfPC7zxOwbKsjMLg,b-UaMq3DUhtkoZ5WCEQm2T9g,5.0,2018-11-30 02:18:37
u-l6kkFLWO6FuEzRro6bcMwQ,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2016-05-07 02:24:01
u-lGe6PJ4T3IrgmYkM4SFMRQ,b-P4h8kgy_48oE9vCHJc4BCQ,5.0,2013-12-08 00:03:33
u-FRnNgOvEWJvxo7h9np3RSw,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2015-06-21 21:08:55
u--9RU4LuI_TfYgv9rBijJoQ,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2015-12-21 20:21:21
u-YCdNTtZEhQwmCbUk4skNlg,b-P4h8kgy_48oE9vCHJc4BCQ,4.0,2018-07-08 18:32:10
u-12WATd_fLodHu2woJvHe6w,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2016-05-09 00:59:08
u-5loLFO6EKKU_0czmJ0djEA,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2017-03-05 14:59:50
u-jnB_saJqNfOmVoCWquhAzg,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2014-05-28 20:11:24
u-U5YQX_vMl_xQy8EQDqlNQQ,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2016-09-07 19:57:31
u-5Dw8l-8pBUGAenTqgLLe-A,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2016-07-01 23:52:52
u-nLADCnXaYRlx4jYJcHcGdA,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2016-10-17 19:55:02
u-i-gDfcrFLVhrNhBCUAhFpg,b-P4h8kgy_48oE9vCHJc4BCQ,5.0,2017-05-30 08:37:21
u-QOk29S8eOtu94j1uTpmsuQ,b-P4h8kgy_48oE9vCHJc4BCQ,4.0,2014-10-01 14:21:27
u-EpRIX7o1AC0JeQgwbYVbwQ,b-P4h8kgy_48oE9vCHJc4BCQ,5.0,2017-02-13 16:43:44
u-hFfD_E7xWYtCNhMPfBYJJQ,b-P4h8kgy_48oE9vCHJc4BCQ,4.0,2014-10-14 20:40:18
u-14ryIRc7Rh4N_oHgbqpTFQ,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2013-10-12 11:14:41
u-5KuLnYyRHAeVkwsB1Iglug,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2016-01-23 06:20:44
u-Zj-mjHHSliTJqv9a3WiXIg,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2018-09-21 03:41:12
u-849Kov2nwyTcSQ6mnA7oBQ,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2017-07-27 18:59:22
u-KDGywMWT8L1oy6pOrWtFpQ,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2011-12-25 02:53:33
u-SNkleqoSgBMP24WEwp9tSQ,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2011-08-17 22:34:32
u-JDEhGFIPAyIMkfHD0G13UA,b-P4h8kgy_48oE9vCHJc4BCQ,5.0,2014-10-19 12:53:53
u-HhXSYa7Wd0qRY_bRaAEfCw,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2013-06-08 19:45:59
u-UGXxwHQCIMyvbBpn-ZDNDA,b-P4h8kgy_48oE9vCHJc4BCQ,5.0,2016-02-18 21:59:26
u-9pwWm2KOTjjK8Sfq3TB9YQ,b-P4h8kgy_48oE9vCHJc4BCQ,5.0,2016-12-01 00:08:56
u-NjP5TCZ_44ROxw41vYWAfQ,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2012-10-28 03:23:25
u-RUEFu7mB6ZMQK550xhnbdw,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2010-12-25 17:27:41
u-1KJ_2hP6dDiCCOSUrx6i8Q,b-P4h8kgy_48oE9vCHJc4BCQ,5.0,2014-07-09 13:24:06
u-70c9g3Ii74HA8ATQxC215g,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2015-08-15 20:43:47
u-8j44v53fSpg2VkCC1xWBnA,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2017-02-26 19:19:43
u-zuFF5CTsZkacie2X7RP-0A,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2018-08-02 01:14:23
u-_uyl_vUs7HEhuif8yBmLyQ,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2016-10-26 04:34:18
u-xhsMa1qTepw6gpGF_nsXkA,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2018-05-08 18:52:48
u-CMFuzmaDyJPh-CPL5kUbCg,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2009-12-03 19:13:47
u-v5cmRSLLg2cDBspggFgX0w,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2017-08-07 04:46:25
u-8j44v53fSpg2VkCC1xWBnA,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2017-03-12 00:35:31
u-q9ZzaDBNs72WXqKkwELBNA,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2016-05-30 03:46:55
u-ru2Sp_BdKZF-rnAQdt2g6w,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2017-02-19 00:50:27
u-vrmKjuRXl57PZr3NdyqOGQ,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2016-04-18 16:15:45
u-Q4W700OKMIR8wtj0V-CAjA,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2014-06-07 20:38:05
u-rVi5NvoVDH3Lyk0HPFGdRQ,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2014-08-10 08:23:31
u-YuYhr9rAxJzEE2-4JxxTQQ,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2014-05-13 00:11:56
u-SG11s8Gtcb5qGsABaXKvAg,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2017-07-03 20:48:54
u-2SeI7d6epQoFyGUzrPkzUw,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2015-02-01 18:05:46
u-2rcc5LNa6DUA7PlUJZX0GA,b-P4h8kgy_48oE9vCHJc4BCQ,5.0,2018-11-30 09:27:02
u-mOVyk3O18VY5nrUMTZgM1w,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2015-05-27 21:12:46
u-ng1ccHLnRGqGuMG_KXziaA,b-P4h8kgy_48oE9vCHJc4BCQ,3.0,2013-09-03 02:01:33
u-cCDZ9jIVumYIb8KrhpDAFQ,b-P4h8kgy_48oE9vCHJc4BCQ,5.0,2016-02-18 17:11:13
u-8q4qgrHmNn2OHLb8g3nHGQ,b-P4h8kgy_48oE9vCHJc4BCQ,2.0,2018-08-02 03:07:21
u-whi_8onFyy-kR8-3qubApQ,b-P4h8kgy_48oE9vCHJc4BCQ,1.0,2016-01-27 02:59:42
u-CtvxL2SA-Wn0Tt-Ov1dJwQ,b-LZWXP-D4YPlzsFjVx6b9XA,4.0,2012-06-27 00:28:13
u-WX5KfRMzgSIjA_dbkrGnLw,b-LZWXP-D4YPlzsFjVx6b9XA,1.0,2014-10-12 20:15:34
u-CY7Mtn1xuifQrI2S96BaQQ,b-LZWXP-D4YPlzsFjVx6b9XA,4.0,2013-01-29 21:49:22
u-Ug0ujy9-jd0Oc2nk3KIotA,b-LZWXP-D4YPlzsFjVx6b9XA,5.0,2012-07-18 16:55:34
u-jF6BdhSNhnaOVfleA8GN1A,b-LZWXP-D4YPlzsFjVx6b9XA,3.0,2013-04-13 20:14:48
u-viDOnsL8pW6A-HEAf_VXXQ,b-LZWXP-D4YPlzsFjVx6b9XA,4.0,2012-09-17 16:42:17
u--RDIhvdYrhOAqDF232pCnw,b-LZWXP-D4YPlzsFjVx6b9XA,5.0,2011-06-11 15:24:32
u-fZoXZmSR-xnpjG5zi7ALrQ,b-LZWXP-D4YPlzsFjVx6b9XA,2.0,2013-11-20 05:33:40
u-SHqmk_PNFRlPpJjeYFO0eg,b-LZWXP-D4YPlzsFjVx6b9XA,1.0,2012-11-13 03:43:21
u-U96FpJ6l1IcM4h8iMwmHgA,b-LZWXP-D4YPlzsFjVx6b9XA,4.0,2013-06-28 17:04:13
u-at6V9uGBsF66j-zdylJUPQ,b-LZWXP-D4YPlzsFjVx6b9XA,2.0,2013-11-28 21:56:22
u-kcZ79VN2n0PmBbpWv6Ayqw,b-LZWXP-D4YPlzsFjVx6b9XA,2.0,2013-09-26 00:54:20
u-gGCv9qdMRgAa39ao0Phr7g,b-LZWXP-D4YPlzsFjVx6b9XA,3.0,2011-08-22 03:35:09
u-2HD29DRmkH3ZzJq-emARJQ,b-LZWXP-D4YPlzsFjVx6b9XA,5.0,2012-12-16 14:39:55
u-eVWh6Wzt9R-DkFZ-xoj1xw,b-LZWXP-D4YPlzsFjVx6b9XA,5.0,2011-06-21 14:11:21
u-M4LkknfZPebvUfzWUrNYBw,b-LZWXP-D4YPlzsFjVx6b9XA,4.0,2013-08-11 23:25:25
u-uH2bJ1_c8Q_cUgKQFZEowg,b-LZWXP-D4YPlzsFjVx6b9XA,4.0,2012-05-20 15:49:00
u-JEl_9-vznwpcj0fKRXNc0g,b-LZWXP-D4YPlzsFjVx6b9XA,2.0,2011-12-31 23:57:12
u-9aDdvrXmoMC2PbJQPVO8GQ,b-LZWXP-D4YPlzsFjVx6b9XA,5.0,2011-06-28 02:30:04
u-RD9rnr0uNtYJya-pl21fbg,b-LZWXP-D4YPlzsFjVx6b9XA,2.0,2011-09-25 04:04:24
u-7uNESKhTlge7kCN00u5LPQ,b-CvOxwAhmwwy3sQRKYVAjGg,3.0,2015-03-18 19:47:08
u-YEDnTf7d6RyXKEHDGqi9tg,b-CvOxwAhmwwy3sQRKYVAjGg,3.0,2016-03-17 23:34:32
u-ONRLfyEi7-exqKlfWiRC4A,b-CvOxwAhmwwy3sQRKYVAjGg,1.0,2015-09-26 21:14:14
u-LVgkbdEsYiYLTK7dAYmAMQ,b-CvOxwAhmwwy3sQRKYVAjGg,1.0,2016-08-05 17:13:48
u-sfKwAw0FD8KuWp4Hjv0cxQ,b-CvOxwAhmwwy3sQRKYVAjGg,3.0,2011-06-04 13:48:15
u-jugdbQsk3vj05c1Kn5aa4g,b-CvOxwAhmwwy3sQRKYVAjGg,4.0,2013-03-04 06:18:22
u-PdBWNah2YanRXEZovFPwIw,b-CvOxwAhmwwy3sQRKYVAjGg,2.0,2013-08-10 00:52:29
u-wXdL__0_Vd53Q8U-tOKXEQ,b-CvOxwAhmwwy3sQRKYVAjGg,3.0,2012-03-07 10:48:58
u-cpy2Ws6btVpbMvZ3Ioqw6w,b-CvOxwAhmwwy3sQRKYVAjGg,3.0,2015-11-25 01:17:00
u-uJ8vU_PYpcj9V8_wGfGyhg,b-CvOxwAhmwwy3sQRKYVAjGg,2.0,2015-04-08 21:59:58
u-rlqSOqnC4IDP612W2DlYLw,b-CvOxwAhmwwy3sQRKYVAjGg,1.0,2013-11-26 19:34:31
u-_1SKSmLqpHBqWh09DxQMfw,b-CvOxwAhmwwy3sQRKYVAjGg,3.0,2010-04-21 15:15:43
u-1xgOoQxczEEsYuH1YFMZog,b-CvOxwAhmwwy3sQRKYVAjGg,2.0,2009-07-12 23:58:41
u-T7cNF1q6PSV5mOs4r2-rrA,b-CvOxwAhmwwy3sQRKYVAjGg,4.0,2014-11-21 23:43:14
u-986D6wn2BiPvscg-kLLGJA,b-CvOxwAhmwwy3sQRKYVAjGg,4.0,2015-04-13 17:17:32
u-Hn9nTEOEjOyHbS3KtesquQ,b-CvOxwAhmwwy3sQRKYVAjGg,3.0,2012-01-25 13:54:03
u-waffoafSdOleXdxQtkwxxg,b-CvOxwAhmwwy3sQRKYVAjGg,5.0,2015-04-23 00:43:38
u-O_P3ht6XRpd2DE6J55PANQ,b-CvOxwAhmwwy3sQRKYVAjGg,1.0,2015-03-03 02:18:41
u-q5OhW8ne_hteHo6xLHNUPg,b-CvOxwAhmwwy3sQRKYVAjGg,4.0,2014-01-27 05:53:24
u-47R5xhLhoprA8xYkS21x9Q,b-CvOxwAhmwwy3sQRKYVAjGg,2.0,2016-03-25 23:33:28
u-QIC7YDWVIciSHX9FQHa-3g,b-CvOxwAhmwwy3sQRKYVAjGg,1.0,2016-05-16 23:18:06
u-6ymZbkJ7vt8eGHA7bHlONg,b-CvOxwAhmwwy3sQRKYVAjGg,1.0,2011-03-13 03:14:52
u-zFGpxwJewI6OjC2u9EnZ-g,b-ZDx7kt4aOPTlmYTqXDrTGA,5.0,2016-04-11 21:38:33
u-pZVxKioyk_4KBquQpwgP9Q,b-ZDx7kt4aOPTlmYTqXDrTGA,5.0,2016-10-02 16:50:12
u-kB9QPxar7HLKIpK7qeMnFA,b-ZDx7kt4aOPTlmYTqXDrTGA,5.0,2016-02-28 02:26:21
u-1ZzOs18zciLBYMZ2cQv58A,b-ZDx7kt4aOPTlmYTqXDrTGA,5.0,2018-03-20 19:33:36
u-pPEo1f_ikIP86DuiVTnmhg,b-ZDx7kt4aOPTlmYTqXDrTGA,5.0,2017-07-03 18:37:58
u-3GjCf5k5X219pDy5rYgxvQ,b-ZDx7kt4aOPTlmYTqXDrTGA,5.0,2017-02-28 05:13:37
u-r_UQaRU3kiLD9xnwN40kjw,b-ZDx7kt4aOPTlmYTqXDrTGA,4.0,2016-04-30 02:42:21
u-U7tUoXPJhbf2k9fwrAhn5w,b-ZDx7kt4aOPTlmYTqXDrTGA,5.0,2018-06-03 18:04:22
u-4dVgvYYgrem4rhz5CoBk6g,b-ZDx7kt4aOPTlmYTqXDrTGA,5.0,2016-07-09 15:02:02
u-vVHVLgvh2hSsglO4uGSEVg,b-ZDx7kt4aOPTlmYTqXDrTGA,4.0,2018-03-10 05:45:37
u-F21kxY7kQRQwlyvxpLZk6Q,b-ZDx7kt4aOPTlmYTqXDrTGA,4.0,2016-09-17 00:02:39
u-RmiKdzXAb9Ai8csbGCCO1g,b-ZDx7kt4aOPTlmYTqXDrTGA,1.0,2016-09-24 21:54:15
u-PS57qKDqNUlsLlsOxF00qg,b-ZDx7kt4aOPTlmYTqXDrTGA,5.0,2016-07-11 00:26:24
u-iWKXKikPiPGr5bzeFlxA5w,b-ZDx7kt4aOPTlmYTqXDrTGA,1.0,2017-11-06 00:22:10
u-5FMeJRjsn1zN9Y9q6X1uyw,b-ZDx7kt4aOPTlmYTqXDrTGA,1.0,2018-11-10 22:11:26
u-dzC95g6MT4ErmcKbiu6oTg,b-p-J9iJgeHmPGk2jFAM0WnA,5.0,2018-10-16 12:22:35
u-oUL-6V1aBBjsD06pOamfSQ,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2019-02-08 19:13:55
u-fnFU_41zyKA10bt3dgBFMw,b-p-J9iJgeHmPGk2jFAM0WnA,3.0,2018-12-29 20:41:47
u-8OZ0XguTupUeWpeAZ7u7MQ,b-p-J9iJgeHmPGk2jFAM0WnA,5.0,2019-01-23 21:12:35
u-xwIeGfv2NAhq9Kofn5qQmg,b-p-J9iJgeHmPGk2jFAM0WnA,1.0,2019-01-15 17:02:13
u-Bsbumyr3Of8BauN2URK4bg,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2019-01-30 01:58:19
u-QGOtNZfasBwWCuawKjypYA,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2019-02-03 01:16:48
u-NAOx8KnWeaCcbYN0VE-HSA,b-p-J9iJgeHmPGk2jFAM0WnA,5.0,2018-11-01 17:18:19
u-pBeNjksmGLPlBTaujOqiLQ,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2019-02-20 01:56:33
u-egMzPypB0n9ZCq86ybRFpw,b-p-J9iJgeHmPGk2jFAM0WnA,5.0,2018-11-12 18:22:08
u-8OZ0XguTupUeWpeAZ7u7MQ,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2019-01-22 20:56:49
u-FflbpnSuF3POJG_lPdxLlg,b-p-J9iJgeHmPGk2jFAM0WnA,3.0,2018-11-04 21:53:41
u-dsXDA0Dwspk47FFhi3oKvg,b-p-J9iJgeHmPGk2jFAM0WnA,1.0,2019-03-26 16:52:36
u-26APrhqCQ8pxzqWiMWwFcg,b-p-J9iJgeHmPGk2jFAM0WnA,5.0,2018-11-12 18:14:10
u-YscjZezxLirEjK_bK82uAw,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2019-01-05 18:57:16
u-yiWOSHrLIliecmnzdZbxqA,b-p-J9iJgeHmPGk2jFAM0WnA,5.0,2018-11-12 18:21:02
u-qvPTw-ArHYI1n1n0cw3S7A,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2018-10-21 01:38:16
u-3c3aNHGUPDwFZhxCe-p8Ag,b-p-J9iJgeHmPGk2jFAM0WnA,5.0,2018-10-08 20:13:50
u-CgG6X3k3DGSL2RR3ekzfsA,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2019-02-02 15:52:02
u-FyikYazQbNoOumDooOQyyA,b-p-J9iJgeHmPGk2jFAM0WnA,5.0,2018-11-07 03:16:32
u-rSQITvDnm1smzJl-3LJz4Q,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2019-02-04 14:31:33
u-xZIS0iyY463Pxv9_v8GBTg,b-p-J9iJgeHmPGk2jFAM0WnA,3.0,2018-11-22 05:41:32
u-E43QxgV87Ij6KxMCHcijKw,b-p-J9iJgeHmPGk2jFAM0WnA,4.0,2019-01-31 16:50:41
u-F-nLfSJ4qtdZRwNW993lSw,b-RE4qn28MEiDrM1PbdYVgxA,4.0,2018-06-22 17:13:11
u-eeHkL577GLoekAV9TsTTkA,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2017-12-18 20:33:04
u-MNg6tOsLAKgxsdhLNK6iGg,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2017-08-03 03:40:05
u-iVmBpLCIuUA0Hsu1eNKQ4g,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2017-12-22 18:26:11
u-9c1gu4xbBbdwR6IxXkYlMQ,b-RE4qn28MEiDrM1PbdYVgxA,4.0,2018-08-27 22:09:33
u--p3a5JqLcVMIdiqxCsgmZw,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2018-05-08 12:15:34
u-uCdmtWpEku3xLa-ScQabKA,b-RE4qn28MEiDrM1PbdYVgxA,3.0,2018-04-13 22:18:24
u-VLfK0P4aHwCThv3h7GeQQw,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2017-09-17 21:35:41
u-QdLc74qpa5sXJOfgb0FthQ,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2018-11-29 23:43:55
u-PVyl_Kilc81Y0e3eCGJF0g,b-RE4qn28MEiDrM1PbdYVgxA,1.0,2017-08-06 22:34:48
u-3B7t3At5fFWaeLVaHiVk4A,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2019-03-21 14:35:23
u-ufRKH6kV_n6h5lsmuOr5ig,b-RE4qn28MEiDrM1PbdYVgxA,4.0,2018-11-18 02:36:23
u-2tGL1SDJnK7GiH8c5yhSBQ,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2018-05-19 13:29:34
u-xnLliq9Majlk9i0Orf7Iig,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2018-10-24 02:53:25
u-tIbL7mV0a0aOSg8ks4asnw,b-RE4qn28MEiDrM1PbdYVgxA,3.0,2019-07-26 18:46:56
u-BSu2hEtBYvtADAEKiQrmiQ,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2019-09-08 19:00:16
u-W66pmCWETd2cFnWT4Mrn3g,b-RE4qn28MEiDrM1PbdYVgxA,3.0,2018-12-31 03:39:49
u-7qSOf2kaMWEhS544oIFR4w,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2018-05-05 17:52:24
u-xG_UtKXuRR-vXcPsqbZm7w,b-RE4qn28MEiDrM1PbdYVgxA,5.0,2019-10-07 22:43:03
u-rLafRDi22mMbZlBTDbZlBA,b-RE4qn28MEiDrM1PbdYVgxA,2.0,2019-08-25 17:07:47
u-R_TJQ6Hy1BtOYK_hCl25bQ,b-_PKXarw3GjlbwbXhjdpUMA,5.0,2013-12-28 20:35:09
u-y05H_1uQhO4frLTJ5_tGCQ,b-_PKXarw3GjlbwbXhjdpUMA,3.0,2017-05-13 13:34:58
u-4L3W45S-ssdoKevuv5ykVw,b-_PKXarw3GjlbwbXhjdpUMA,3.0,2018-05-29 20:08:27
u-5FMeJRjsn1zN9Y9q6X1uyw,b-_PKXarw3GjlbwbXhjdpUMA,3.0,2017-07-19 18:54:39
u-51_EJUsPW8NpsO8C9N4JqA,b-_PKXarw3GjlbwbXhjdpUMA,3.0,2018-04-06 17:54:00
u-eDKpiNOWoPqi3NFDn6QgEw,b-_PKXarw3GjlbwbXhjdpUMA,4.0,2015-01-07 21:10:21
u-a2VgXrdJUflY9HOTPb62XA,b-_PKXarw3GjlbwbXhjdpUMA,4.0,2017-09-01 19:20:51
u-z01bY3_w1GieMWOvQHznRA,b-_PKXarw3GjlbwbXhjdpUMA,2.0,2016-11-24 20:40:47
u-Y1N7LPhi3xAq3UBLKWpWNQ,b-_PKXarw3GjlbwbXhjdpUMA,2.0,2016-07-18 18:37:24
