id,rest_id,name,postal_code,city,state,country,rating,category,menus,aspects
30,b-kG0N5urz2lkPEBDPjqFR3w,Maharani Indian Cuisine,28204,Charlotte,NC,United States,3.5,Desserts|Pakistani|Seafood|Food|Indian,Maharani|chickpeas|fish masala|chicken curry|sauce|chana masala|chicken|Mango Lassi|Diet Coke|chicken Tikka masala|Boneless chicken|mango lassi|Sauce|naan|garlic naan|dinner|Tandoori chicken|Garlic Naan|rice|chicken tikka masala,Staff|Service|Music|Food|Menu|Decor|Price
31,b-LwXo16VrGPhhOWc_Wj7ifw,OM Restaurant,89123,Las Vegas,NV,United States,4.0,Indian|Himalayan/Nepalese,Naan|Aloo Gobi|Chicken Tikka Masala|Pulao Rice|kofta|sauce|curry|Tikka masala|Chicken Momos|Lamb Vindaloo|chicken|tandoori|Chai|Lam Vindaloo|Basmati rice|mango lassi|Lamb vindaloo|mango chicken|Sauce|naan|Chicken Biryani|garlic naan|chicken tikka|Hot & Spicy Chicken Wings|Garlic Naan|samosa|rice|cauliflower|vegetarian dishes|lamb,Staff|Customer_Service|Food|Menu|Price
32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,Indian|Vegetarian|Halal,tikka masala|Shrimp Chettinad|plain|Goat Gong|Goat Pepper Fry|gulab jamun|veg korma|goat|Samosa|biryani|paneer|chai|chili paneer|cauliflower korma|Chicken Tikka Masala|chutney|bread|Chicken masala|Goat|chicken vindaloo|butter naan|Chicken Spinach Dish|chicken|goat vindaloo|Chicken Tikka|Chana Masala|Curry|rabdi|mango lassi|karahi paneer|Saag paneer|lamb curry|naan|Garlic naan|Chicken Biryani|dinner|shrimp|Rabdi|Gobi Manchurian|Shrimp Tikka Masala|Rice|rice|Mango Mastani|spinach dal|buttery naan|crispy|pakora|masala chai,Staff|Service|Food|Menu|Decor|Taste|Parking|Food_Quality
33,b-XvuUYiJYAAiNC4AmdbBZ8g,Tandoori Grill,T3C 1C2,Calgary,AB,Canada,4.0,Ethnic Food|Food|Indian|Specialty Food,butter chicken|Naan|meat chunks|Samosa|goat|vegetable|sauce|bread|curry|Biryani|butter naan|Tandoori Grill|Beef Vindaloo|salad|tomatoe soup|Pakora|Meat Samosa|naan|Palak paneer|vegetables|samosa|cauliflower|rice|lamb|Beef Samosa,Staff|Service|Food|Menu|Price|Delivery
34,b-qMw7mFHAjgG7qN82aXmeZg,Tandoori Style Restaurant,L6T 4L4,Brampton,ON,Canada,4.0,Middle Eastern|Indian|Pakistani,Kebab|Butter chicken|chicken jalfrezi|beef|Naan|Biryani|Chicken Kebab|Chicken Dish|biryani|chicken|naan|Chicken Bones|palak paneer,Service|Food|Menu|Take_Out|Price
35,b-0cf-w9PK5gLkBkitL3bdqw,India Garden,85392,Avondale,AZ,United States,4.0,Buffets|Indian,tikka masala|Naan|tea|meatballs|tandoori chicken|lamb biryani|sauce|bread|Tikka masala|chicken vindaloo|chicken|beer|mango lasi|Mango Lassi Drink|Chai|Tofu Matar Curry|korma|chicken korma|lassis|naan|dinner|aloo gobhi|chicken tiki masala|rice|curry dish|Rice|tandori chicken|Saag Paneer|chicken tikka masala|palak paneer,Staff|Service|Customer_Service|Food|Menu|Taste|Price|Decor
36,b-Dd1w7xR7Xs3bthwusgy33Q,Lotus Deli,85210,Mesa,AZ,United States,4.5,Ethnic Food|Vegan|Vegetarian|Food|Fast Food|Indian|Specialty Food,Pao Bhaji|Vada pav|aloo bonda|chai|Vada Pav|Paav Bhaji|bread|samosa chaat|curry|Dahi Puri|Mango Lassi|Combo Thali|lassi|eggplant|snack|bhaji|Pavbhaji|chickpea|chickpea curry|soup|dal|Chole Bhatura|dessert|chat|chaats|potato curry|roti,Staff|Service|Food|Menu|Taste|Price
37,b-kfwpXBsMQLqhUvscWB6b9g,Indian Taste Restaurant,44087,Twinsburg,OH,United States,4.5,Ethnic Food|Desserts|Vegetarian|Food|Buffets|Indian|Specialty Food|Imported Food,Naan|tea|donuts|Tandoori Chicken|mango lassi|paneer|naan,Service|Customer_Service|Food|Menu|Price
38,b-5VOqWjRXUPc7b1A_NSI9mQ,Spicy Garden,M1S 4N6,Scarborough,ON,Canada,3.5,Indian|Chinese,dinner|garlic chicken|sauce|Chicken Pakora|Chicken|Paneer Chilli|rice|chicken|chili chicken|chilli chicken|paneer|noodles|Chicken Platter|Hakka noodles,Service|Food|Menu|Decor|Price
39,b-hubbaEcYPYEZu5Ziz6i0lw,Mantra Masala,89113,Las Vegas,NV,United States,3.5,Indian|Pakistani,tikka masala|Aloo Paratha|Tandoori Fish|yogurt sauce|Vindaloo|Aloo Tikki|lamb mantra|Mantra Masala|eggplant dish|Chick Tikka Masala|chicken biryani|tikka chicken|dewane handi|chicken bazari|Malai Kofta|Chicken Tikka Masala|Chicken Korma|Mantra Mixed Grill|Chicken Sag|curry|mango lassie|Mixed Grill|pita bread|chicken tandoori|chicken|Spinach Naan|Barah Kebab|spinach|tandoori|Tandoori Char|tamarind sauce|chicken pakora|soup|naan|dinner|Ras Malai|vegetables|Garlic Naan|mix grill|rice|Veggie Basil Curry|chicken tandori|Chicken Tikka Malasa|malai kofta|mango pickle|chicken tikka masala,Staff|Service|Customer_Service|Food|Menu|Decor|Taste|Price
40,b-MgsOZpYSntKSCzNROiWgYQ,Bombay Palace,M5C 2H2,Toronto,ON,Canada,3.0,Pakistani|Caterers|Middle Eastern|Buffets|Indian|Party & Event Planning|Event Planning & Services,butter chicken|pappadams|lentils|mango drink|mango dacquiris|Tandori chicken|tea|masala coffee|tandoori chicken|Dessert|Vegetable Pakora|goat|Samosa|paneer|rice pudding|mango|Butter chicken|sauce|bread|Rasmalai|veg curry|chicken vindaloo|butter naan|chicken|Aloo Chaat|Curry Dish|tandoori|Chana Masala|Pakora|tomato soup|paneer dish|chicken madras|Daal Makhaani|Saag paneer|crispy|beef curry|Mango lassi|Sauce|naan|dinner|Tandoori chicken|dessert|Veg Korma|garlic naan|tandoor|tomato bisque|tomato sauce|chicken korma|chicken tikka masala|Goat Curry,Staff|Service|Customer_Service|Food|Menu|Taste|Price|Food_Quality
41,b-De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,M1J 2H1,Scarborough,ON,Canada,3.5,Indian,Soup|Chettinad Cusine|butter chicken|Dosa|paan|tomato chutney|biryani|Payasam|dosa|Biryani|crab curry|Mango|paper dosa|mutton|beer|chicken chettinad|vegetarian Biryani|mutton dish|mango lassi|onion dosa|naan|egg|Tandoori chicken|idli|cauliflower|potato curry|Kothu Parotta|pickle|Masala Dosa,Staff|Service|Food|Menu|Decor|Taste|Price
42,b-0zTLMQOZhiCp9GFtegiFsw,Kohinoor Cuisine of India,85281,Tempe,AZ,United States,4.0,Buffets|Indian,Naan|tea|chickpea dish|mint chutney|goat|coffee|Mango Smoothie|Biryani|chicken|shai paneer|beer|sweets|Mango Lasse|mango lassis|tamarind sauce|eggplant|mango lassi|naan|dinner|chat|samosa|rice|Rice|palak paneer,Staff|Service|Customer_Service|Food|Ambience|Menu|Taste|Price|Food_Quality
43,b-SxuD7iY8QO88PNbSdNmNKg,Thulasi Kitchen,53717,Madison,WI,United States,3.5,Desserts|Seafood|Halal|Food|Indian,butter chicken|Dosa|Paneer burji dosa|butter masala|vada|samosa chat|basmati|coconut drink|biryani|madras coffee|chowpaty|coconut chutney|masala tea|chutney|sauce|bread|dahi vada|mirchi bajji|Chaat dosa|spinach|Chicken Ghee|Tea|Vegetable Biryani|Paneer pieces|garlic naan|dinner|masala dosa|papdi chat|mango icecream|chole batura,Staff|Service|Music|Food|Menu|Decor|Price
44,b-DJuQgsoj-qmU0i5iTAa4aA,Tadka Restaurant,44070,North Olmsted,OH,United States,3.0,Indian,tikka masala|Dosa|Red Curry Chicken|sauce|Kingfish beer|curry|fish curry|chicken|Lamb Saag|vegetable samosa|Palak Paneer|veg manchurian|donut balls|birbali shorba|mango lassi|soup|basmati rice|Sauce|naan|Dinner|garlic naan|Tandoori chicken|dessert|dinner|Chicken Makhani|chicken tiki masala|Garlic Naan|rice|Alu Gobi|lamb|chicken tikka masala|Cake,Staff|Service|Music|Food|Menu|Decor|Taste
45,b-vCx6uieEF0W0mKFK4sT3Yg,Waterfalls Indian Tapas Bar & Grill,M5T,Toronto,ON,Canada,2.5,Indian,beef vindaloo|butter chicken|naan bread|mushroom makini|meat tapas|cheese|chettinad|biryani|Chicken Vindaloo|paneer|mango chutney|pappadums|seafood|chicken dish|chai tea|chicken|beer|lamb vindaloo|salad|wine|tamarind sauce|bhaji|coconut|Pakora|chilli chicken|tapas|naan|Dinner|masala sauce|dinner|calamari|shrimp|beef|papadom|combo platter|rice|appetizer platter|lamb|chicken tikka masala|Sauced Chicken Dish,Staff|Service|Music|Food|Menu|Taste|Price|Wifi
46,b-UAXz2KC1aXpxzV-MLdXbmQ,Delhi Bistro,M4E 1E9,Toronto,ON,Canada,4.0,Indian,butter chicken|Pastry|Garlic NAAN|Pani Poori|Aloo Gobi|Butter Chicken|Baigan Bhartha|onion bhajis|bread|dum biryani|Biryani|madras|Lamb Vindaloo|Pashwari Naan|lamb vindaloo|BUTTER CHICKEN|Dum Parda Biryani|breads|crispy|saag mushroom|naan|Madras|masala sauce|dinner|rice|CURRY|Fish Biryani|prawn puri,Staff|Service|Food|Taste|Price|Delivery
47,b-Pzs43Fkub-6A9hA1zqpF_w,Maharaja Restaurant,53719,Madison,WI,United States,4.0,Indian|Pakistani,tikka masala|Lamb Josh|Naan|cheese pakora|tandoori chicken|Tikka Masala|chicken makhani|vegetable curry|Chicken Tikka Masala|dosa|sauce|chutney|Chicken|curry|Mixed Grill|fish|wine|aloo chole|Paneer|sambar|coconut|Pakora|naan|dinner|Tandoori chicken|Gobi Manchurian|rice|TEA|lamb,Staff|Service|Customer_Service|Food|Menu|Taste|Price|Delivery
48,b-bO_JX-lDo5D5JGZhK5Ly3A,Cafe Krishna,85226,Chandler,AZ,United States,3.0,Desserts|Vegetarian|Food|Indian,Dosa|Dessert|chaat|paneer|masala tea|chutney|dosa|okra curry|samosa chaat|Udupi Masala Dosa|vegetable fritters|sabji|Karahi Bhindi Masala|uthappam|rasam|Gobi|Medu vada|okra|Sauce|kheer|naan|dinner|Chutney|curry vegetables|Chili Bhaji|vegetables|pakoda|Saag Paneer|gobi manchurian|uttapam|Vadas|Masala Dosa,Staff|Service|Food|Ambience|Menu|Price
49,b-gw0ZS5b5RP3Lzr1BoCbALg,Charkha Exotic Indian Cuisine,44113,Cleveland,OH,United States,4.0,Indian,tikka masala|Naan|Naan bread|vegetable pakora|lamb saag|lamb meat|Karahi Paneer|mint chutney|somosa|Rice Pudding|flatbread|Batura|Indian Spiced Iced Tea|Tikka Masala|Samosa|onion pakora|paneer|Aloo Gobi|chai|rice pudding|parathas|Tandoori Roti|mango chutney|Chicken Tikka Masala|lentil soup|sauce|Daal|bread|chana masala|chicken vindaloo|Lamb Dhansak|chicken|Pashwari Naan|papadum|Mango Lassi|aloo|spinach|Chana Masala|salad|zucchini pakora|eggplant|Chicken soup|Bread|Saag paneer|basmati rice|Shahi paneer|lamb curry|raita|kheer|naan|Dinner|garlic naan|Chutney|dessert|dinner|papad|Lamb Korma|shrimp|jeera rice|tomato sauce|rice|vindaloo|Paneer Pakora|cauliflower|Paratha|tandori chicken|chicken soup|Non-Veg Tandoori Appetizer|crispy,Staff|Service|Customer_Service|Food|Menu|Decor|Price|Parking
50,b-idrN6XWKErG6nKDsEMNbOQ,Airport Bukhara,L4T 2H2,Mississauga,ON,Canada,3.0,Buffets|Indian,butter chicken|Butter chicken|tandoori|Naan|dal makhni|bread|vegetables|egg plant|tandoori chicken|Paneer|Dessert|fish|Samosa|chicken|pina colada|naan|masala chai|fish pakora,Food|Staff|Service|Price
51,b-qcqDjeirxvdgW5kQVkEwSA,The Red Room,M5T 2G8,Toronto,ON,Canada,3.0,Beer|Nightlife|Wine & Spirits|Pubs|Asian Fusion|Pakistani|Lounges|Chinese|Food|Thai|Indian|Canadian (New)|Bars,pad thai|Pad Thai|tea|cheese|coffee|nachos|lemon wedge|pad Thai|chicken|beer|FRIED RICE|fries|shrimp rolls|toast|pancakes|soup|burger|dinner|shrimp|rice|Amber|chicken nuggets|Noodles|beers,Service|Music|Food|Menu|Price|Food_Quality
52,b-ICUCAzUZFiWkYs7iCtNCQg,Copper Modern Indian Cuisine,28203,Charlotte,NC,United States,4.0,Nightlife|Pakistani|Wine Bars|Indian|Bars,tikka masala|chettinad chicken|Tomato soup|Naan|Samosa|paneer|saag paneer|Chicken Tikka Masala|chocolate cake|mango chutney|Chocolate cake|sauce|seafood|curry|Tikka masala|chicken|lamb vindaloo|halwa|paneer Tikka masala|spinach|Dhal makhani|Murgh Tikka Masala|salad|wine|basmati rice|chili cauliflower|naan|dinner|dhal makhani|Lamb|Tofu-Vegetable Kesari|cocktails|chicken tikka|Gunpowder prawns|lamb|scallops,Staff|Service|Food|Ambience|Menu|Taste|Price|Parking
53,b-xSuR0FK8cHzBLXowCV3Pyw,Brar Sweets Restaurant,L5C 3B6,Mississauga,ON,Canada,3.0,Indian,sweets|Malai Kofta|cholas|Chaat|kachoris|chaats|rice|pickles|chana bhatura|pickle|Chaat Pappri|chaat|Samosa|Sauce|naan,Service|Food|Ambience|Take_Out|Decor|Price|Taste
54,b-8PZGCtgG5MZKvz9i3B9gCA,Eastern Twist,M6C 1A1,Toronto,ON,Canada,4.0,Indian|Pakistani,butter chicken|bbq chicken|chicken curry|chicken wrap|Samosa|Butter Chicken|parathas|Bbq Chicken Poutine|sauce|bread|wrap bread|curry|paratha bread|chicken|carrot pickle|coconut milk soup|spinach|fries|paratha wrap|pickles|paratha|soup|Sauce|noodles|Chicken Wrap|potato chickpea wrap|rice|potato curry|Noodles Soup,Staff|Service|Food|Menu|Taste|Price
