Name,Label
Lentil Soup,MENU
Cheese Bread,MENU
Beer,MENU
Wine,MENU
Sushi,MENU
Chicken Masala,MENU
Eggplant,MENU
Charts,MENU
Bread Pudding,MENU
Egg Bhurji,MENU
Egg Dosa,MENU
Mimosas,MENU
Uthappam,MENU
Chole Batura,MENU
Idli,MENU
Veg Dosa,MENU
Guntur Masala Dosa,MENU
Ghee Dosa,MENU
Plain Dosa,MENU
Spring Noodles Dosa,MENU
Non-Veg Dosa,MENU
Omelet Dosa,MENU
Kodi Vepudu Dosa,MENU
Lamb Sukka Dosa,MENU
Kids Dosa,MENU
Butter Chicken Dosa,MENU
Chai Tea,MENU
Dalpuri,MENU
Aloo Chana,MENU
Tomatoes Choka,MENU
Fried Fish Sandwich,MENU
Doubles,MENU
Boneless Goat,MENU
Aloo Pie,MENU
Pholourie,MENU
Boneless Goat Roti,MENU
Currants Roll,MENU
Kurma,MENU
Goat Roti,MENU
Paratha,MENU
Chicken Doubles,MENU
Chicken Roti,MENU
Pepper Sauce,MENU
Okra,MENU
Dhalpourie Roti,MENU
Goat Dhalpourie Roti,MENU
Tao Chicken,MENU
Dhal Roti,MENU
Channa,MENU
Aloo,MENU
Hot Sauce,MENU
Jamaica Rotis,MENU
Dhalpuri,MENU
Veggie Platter,MENU
Jackfruit,MENU
Mango,MENU
Callaloo,MENU
Chick Peas,MENU
Shrimp Pakora,MENU
Chicken Tangri,MENU
Manchurian Seafood Rice,MENU
Tangra Villa Chicken,MENU
Crispy Ginger Beef,MENU
Fried Rice,MENU
Spring Rolls,MENU
Spring Roll,MENU
Tangra Chicken,MENU
Chilli Chicken,MENU
Crispy Beef,MENU
Beef,MENU
Singaporean Noodles,MENU
Tangra,MENU
Shrimp,MENU
Vegetarian Dishes,MENU
Chili Dishes,MENU
Mango Dishes,MENU
Fried Onions,MENU
Tangra-Villa Meat,MENU
Garlic And Soy Sauce,MENU
Hot & Sour Soup,MENU
Tom Yum Soup,MENU
Schezwan Chicken,MENU
Manchurian Fried Rice,MENU
Hot And Sour Soup,MENU
Chicken Pakora,MENU
Veggie Chow Mein,MENU
Chow Mein,MENU
Chili Paneer Schezwen,MENU
Hot Sour Soup,MENU
Manchurian Chicken,MENU
Hakka Noodles,MENU
Pork Dish,MENU
Mango Lassi,MENU
Lassi,MENU
Vegetable Korma,MENU
Bhindi Masala,MENU
Pork,MENU
Rice With Peas,MENU
Coconut Naan,MENU
Lamb Masala,MENU
Tandoori Mixed Grill,MENU
Tender Chicken,MENU
Tikka Masala,MENU
Garlic Sauce,MENU
Mango Ice Cream,MENU
Veggie Vindaloo,MENU
Cheese Naan,MENU
Bread,MENU
Dal Tadka,MENU
Paneer Tikka Masala,MENU
Chapati,MENU
Tikki Masala,MENU
Regular Naan,MENU
Aloo Ghobi,MENU
Papadam,MENU
Chutni,MENU
Veggie Korma,MENU
Korma Sauce,MENU
Vegetarian Eggplant,MENU
Fried Cheese Balls,MENU
Lamb Curry,MENU
Tandoori Roti,MENU
Seekh Kebab,MENU
Masala Curries,MENU
Lamb Shahi Korma,MENU
Plain Lassis,MENU
Lamb Madras,MENU
Chicken Soup,MENU
Breads,MENU
Bharta,MENU
Vegetable,MENU
Chicken Makhni,MENU
Papadams,MENU
Shrimp Korma,MENU
Lamb Samosa,MENU
Spicy Sauce,MENU
Aloo Mutter,MENU
Chicken Shahkorma,MENU
Fried Paneer,MENU
Tadka Daal,MENU
Vegetable Appetizer Platter,MENU
Pad PaNaang,MENU
Pork Curry,MENU
Spinach Naan,MENU
Beef Broccoli,MENU
Lamb Saag Curry,MENU
Mutter Paneer,MENU
Chicken Tikka Masa,MENU
Chicken kebab,MENU
Lamb And Goat Stew,MENU
Fried Naan Bread,MENU
Fish Pakora,MENU
Shabu Paneer,MENU
Vegetable Appetizer,MENU
Tandoori Fish Tikka,MENU
Cheese Filled Naan,MENU
Fish Masala,MENU
Sweet Naan,MENU
Cheese Naan Bread,MENU
Garlic Naan Bread,MENU
Chicken Curries,MENU
White Meat,MENU
Chicken Breast Pieces,MENU
Daal,MENU
Aloo Zucchini,MENU
Vegetable Soup,MENU
Coconut Naan Bread,MENU
White Meat Fish,MENU
Shahikorma Sauce,MENU
Mango Juice,MENU
Vegetable Platter,MENU
Paneer Pakora,MENU
Aloo Tikki,MENU
Vindaloo,MENU
Pakoora,MENU
Fried Naan,MENU
Mushroom And Paneer Masala,MENU
White Meat Chicken,MENU
Chicken Dish,MENU
Sauced Chicken Dish,MENU
Onion Bhajis,MENU
Lamb Saag,MENU
Lentils,MENU
Lamb Biryani,MENU
Chicken Korma,MENU
Plain Naan,MENU
Shrimp Tikka Masala,MENU
Chicken Tikki Masala,MENU
Paneer Cheese,MENU
Mango Lamb Curry,MENU
Basmati Rice,MENU
Salad,MENU
Chicken Mango,MENU
Tikka,MENU
Kormas,MENU
Kebab Combo,MENU
Chicken Wrap,MENU
Tandoori Chicken Leg kebab,MENU
kebab,MENU
Korma,MENU
Tandoori kebab,MENU
Kebab Karahi,MENU
Lamb Shank,MENU
Chicken Kebab Dinner,MENU
Vegetable Stew,MENU
Tahini Sauce,MENU
Beef Tikkas,MENU
Beef Karahi,MENU
Beef Tika,MENU
Palak Sabzi,MENU
Tandoori,MENU
Tandoori Chicken Dinner,MENU
Chicken Pieces,MENU
Beef Tikka Wrap,MENU
Yoghurt Sauce,MENU
Sandwitch,MENU
Green Chicken,MENU
Beef Seekh,MENU
Tikka Beef,MENU
Ground Chicken Seekh,MENU
Veggie Wrap,MENU
Veggie Wraps,MENU
Chicken Seekh Wrap,MENU
Grilled Salmon,MENU
Crispy Fries,MENU
Kebab,MENU
Meat Kebab,MENU
Bulani,MENU
White Sauce,MENU
Soma,MENU
Chicken Madras,MENU
Lamb Vindaloo,MENU
Soma Grill,MENU
Soup,MENU
Mataar Paneer,MENU
Fried Chicken,MENU
Pizza,MENU
Burgers,MENU
Tandoor,MENU
Pita Bread,MENU
Spicy Shrimp,MENU
Mixed Veggie,MENU
Shrimp Madras,MENU
Spinach Masala,MENU
Halwah,MENU
Green Sauce,MENU
Chickpeas,MENU
Vegetable Samosa,MENU
Marinated Goat,MENU
Massla Vada,MENU
Curried Goat,MENU
Tandoori Kebab,MENU
Potato Bread,MENU
Veg Salad,MENU
Tandoori kebab Dinner,MENU
Tandoori Chicken kebab Dinner,MENU
Tandoori Chicken Special,MENU
Beef Skewer,MENU
Pamier Kebob,MENU
Kofta,MENU
Ground Beef kebab,MENU
Dinner,MENU
Chapli Dinner,MENU
Qabulee Rice,MENU
Tandoori Wazeri Dinner,MENU
Firni,MENU
Waziri Kebab,MENU
Choppan Kebab,MENU
Lamb Chops,MENU
Chicken Breast kebab,MENU
Barg kebab,MENU
Fish Tandoori,MENU
Bbq,MENU
Tandoori Fish,MENU
Chicken Breast Dinner,MENU
Yoghurt Drink,MENU
Afghani Green Tea,MENU
Tandoori Chicken Breast,MENU
Wazeri kebab,MENU
Kofta kebab Skewer,MENU
Chapli kebab,MENU
Chapli,MENU
Afghan kebab,MENU
Afghani Bread,MENU
Dinner Platter,MENU
Manakeesh,MENU
Baklawa,MENU
Salad Dinners,MENU
Ferni,MENU
Paneer Keboob,MENU
Wazieri Kebab,MENU
Afghan Bread,MENU
Chaplin Kebab,MENU
Fries,MENU
Kobobs,MENU
Chicken Skewer,MENU
Barg Kebab,MENU
Chapli Kebab Diner Platter,MENU
Beef Kebab,MENU
Afghani Naan,MENU
Chicken Breast Stew,MENU
Tandoori Naan,MENU
Wazeri Kebab Dinner,MENU
Sultani Kebab Dinner,MENU
Chapli Kebab Dinner,MENU
Spicy Minced Meat Patties,MENU
Red Sauce,MENU
Tomato Sauce,MENU
Afghani Rice,MENU
Chilli Sauce,MENU
Bolanee,MENU
Afghani Grills,MENU
Chicken Dinner,MENU
Half Chicken Dinner,MENU
Sultani Dinner,MENU
Kheer,MENU
Beef Tikka,MENU
Naan Combo,MENU
Meat kebab,MENU
Tandoori Chicken Boneless,MENU
Spicy Fish,MENU
White And Red Sauce,MENU
Mantoo,MENU
Chicken Kofta Wrap,MENU
Tandoori Platter,MENU
Wazeri Platter,MENU
Grilled Chicken,MENU
Beef Kofta Kebab,MENU
Qabuli Pulao,MENU
Bbq Chicken Breast,MENU
Spicy Ground Beef,MENU
Squashed Burger Patty,MENU
Tzatzaki Sauce,MENU
Dipping Sauce,MENU
Tandoori Chicken Wrap,MENU
Afghan Salad,MENU
Chicken Kofta Salad,MENU
Sea Bass Dinner,MENU
Chicken Kofta,MENU
Bass,MENU
Sea Bass,MENU
Tandoori Wrap,MENU
Hamburger,MENU
Tandoori Plate,MENU
Chicken Skrewers,MENU
Fish Dinner,MENU
Chicken kebab Salad,MENU
Chicken Meal,MENU
Green Tea,MENU
Afghan Cuisine,MENU
Tikkah,MENU
Qorma,MENU
Kabuli Palau,MENU
Lamb Stew,MENU
Yakhnee,MENU
White Rice,MENU
Lamb Shank Dinner,MENU
Chicken Qorma,MENU
Shank,MENU
Chopan Grill,MENU
Watan kebab,MENU
Beef Kofta,MENU
Lamp kebab Dinner,MENU
Beef kebab,MENU
Spicy Tomato Sauce,MENU
Beef Tikka kebab Dinner,MENU
Diced Tomato Salad,MENU
Iceberg Lettuce Salad,MENU
Tandori Chicken,MENU
Tandoori Wazeri Platter,MENU
Afghani Bbq,MENU
Crisp Salad,MENU
Creamy Sauce,MENU
Savoury Rice,MENU
Waziri Dinner,MENU
Ground Beef,MENU
Chicken Breast Skewer,MENU
Chicken Breast Kebab Dinner,MENU
Dinner Rice,MENU
Kabuli Rice,MENU
Ranch Sauce,MENU
Sweet Custard,MENU
Chicken Skrewer,MENU
Chickens,MENU
Ceaser Salad,MENU
Grilled Fish,MENU
Waziri Chicken Tandoori kebab Dinner,MENU
Grilled kebab,MENU
Tenderloin,MENU
Chaplis,MENU
Basmati,MENU
Cubed Chicken,MENU
Tandoori Wazeri,MENU
Tandoori Chicken Breasts,MENU
Ground Beef kebab Skewer,MENU
Steak,MENU
Kofta Combo,MENU
Spicy Tomato Chutney,MENU
Kebab Dishes,MENU
Bass Fish,MENU
Burger,MENU
Kofta Kebab,MENU
Beet Kebab,MENU
Tandoori Fish Dinner,MENU
Kofta kebab Dinner,MENU
Beef Tikka kebab,MENU
Chopan Lamb,MENU
Kofta Beef,MENU
Watan Mantoo,MENU
Dumpling,MENU
Half Chicken,MENU
Grilled Chicken Dinner,MENU
Chicken Tikka Kebab,MENU
Scheshwan Chicken,MENU
Hakka Fried Rice,MENU
Hakka Fried Noodles,MENU
Honey Garlic Chicken,MENU
Tiger Prawns,MENU
Tso Sauce,MENU
Garlic Chicken,MENU
Chicken Corn Soup,MENU
Brown Sauce,MENU
Chicken Piece,MENU
Monagadi Kodi Vepudu,MENU
Mutton Dum Biryani,MENU
Cashew Chicken,MENU
Onion Pokuras,MENU
Chicken Tika Masala,MENU
Sweet Corn Soup,MENU
Curry Leaf Chicken Fry,MENU
Panner Butter Masala,MENU
Karaikudi Chicken Curry,MENU
Chicken Dum Biryani,MENU
Veg Fried Rice,MENU
Mango Kulfi,MENU
Butter Naan,MENU
Goat Dum Biryani,MENU
Keema Biryani,MENU
Chestnut Manchurian,MENU
Schezwan Fried Rice,MENU
Paneer Chettinad Gravy,MENU
Chicken Lollipops,MENU
Stuffed Eggplant,MENU
Nutella Dosa,MENU
Upma,MENU
Cabbage Curry,MENU
Manchurian Gobi,MENU
Butter Paneer,MENU
Veg Dum Biryani,MENU
Paneer Pulao,MENU
Aloo Bonda,MENU
Fried Baby Corn,MENU
Uttapam,MENU
Paneer Dosa,MENU
Curry Leaf Paneer,MENU
Paneer Karaikudi,MENU
Ulva Charu Biryani,MENU
Corn Vepudu,MENU
Veggie Spring Rolls,MENU
Double Ka Meeta,MENU
Apple Pie,MENU
Vermicelli Kheer,MENU
Idly,MENU
Pulao,MENU
Chicken Roast,MENU
Kesari,MENU
Strawberry Shortcake,MENU
Chocolate Mousse,MENU
Ghee Roast,MENU
Madras Goat Curry,MENU
Madras Chicken Curry,MENU
Veg Curry,MENU
Chicken Fry Biryani,MENU
Pongal,MENU
Tamarind Chutney,MENU
Tindora Fry,MENU
Okra Fry,MENU
Medhu Vada,MENU
Curd Rice,MENU
Basundi,MENU
Sambhar,MENU
Ulava Charu Panner Biryani,MENU
Mutton Biryani,MENU
Monagadi Gobi,MENU
Veg Samosa,MENU
Vindaloo Chicken,MENU
Masala Shrimp,MENU
Cngura,MENU
Garlic & Butter Naan,MENU
Paneer Biryani,MENU
Chilli Gobi,MENU
Lamb Khorma,MENU
Medu Wada,MENU
Rajugari Kodi Pulao,MENU
Mango Lassie,MENU
Mutton Koththu,MENU
Madras,MENU
Coconut Rice,MENU
Lentil Vadai,MENU
Potato Marsala,MENU
Cheese Dosa,MENU
Supreme Dosa,MENU
Chilli Dosa,MENU
Ginger Tea,MENU
Kerala Chicken,MENU
Chilli Chicken Dosa,MENU
Chicken Chettinad Qourma,MENU
Malabar Paratha,MENU
Pondicherry Meen Fried Fish,MENU
Lamb Chettinad Kurma,MENU
Boneless Chicken,MENU
Hosur 65,MENU
Fried Boneless Fish,MENU
Supreme Ambur Chicken Biryani,MENU
Kothu Mutton,MENU
Mutton Dosa,MENU
Dhaal,MENU
Chickpea,MENU
Paneer Special,MENU
Kidney Beans,MENU
Vegetarian Biryani,MENU
Aloo Jalfrezi,MENU
Coconut Fish,MENU
Salmon,MENU
Wada Pao,MENU
Lentil Curry,MENU
Lentil Dishes,MENU
Shirmp Curry,MENU
Paneer Tika Masala,MENU
Zafrani Rice,MENU
Whole Wheat Puri,MENU
Palaak Paneer,MENU
Papadum,MENU
Tika Masala,MENU
Chicken Tika,MENU
Onion Rings,MENU
Makhani Daal,MENU
Matar Mushroom,MENU
Mushroom,MENU
Indian Tamarind Sauce,MENU
Chicken Saag,MENU
Indian Beer,MENU
Strawberry Lassi,MENU
Chicken Kourma,MENU
Assorted Tandoori,MENU
Mushroom Matar,MENU
Goat Roganjosh,MENU
Lobster Masala,MENU
Lobster,MENU
Green Chutney,MENU
Achaar,MENU
Gulab Jamun,MENU
Badami Kheer,MENU
Roasted Eggplant Puri,MENU
Tamarind Sauce,MENU
Cilantro Sauce,MENU
Papadi Chaat,MENU
Onion Pakora,MENU
Matar Mushroom Baigan Bharta,MENU
Chaat,MENU
Tadaka Daal,MENU
Baigan Bharta,MENU
Roasted Eggplant,MENU
Seasoned Coconut Sauce,MENU
Chicken Tiki Masala,MENU
Veggie Pakora,MENU
Channa Masala,MENU
Papad,MENU
Indian Bread,MENU
Chicken Biryani Thali,MENU
Paneer Dish,MENU
Bagaire Baigan,MENU
Gulab Jamoons,MENU
Andhra Chicken,MENU
Egg Curry,MENU
Egg Plant Curry,MENU
Zucchini Curry,MENU
Vegetable Biryani,MENU
Mango Custard,MENU
Fried Sweet Bread,MENU
Sooji Ka Halwa,MENU
Wing Sauce,MENU
Chicken Vindaloo,MENU
Spring Vegetable Dosa,MENU
Chicken Palak,MENU
Chicken Palak Okra,MENU
Goat Masala,MENU
Palak Chicken,MENU
Poori Bread,MENU
Yogurt Rice,MENU
Watermelon,MENU
Fruit Pudding,MENU
Mango Dahl,MENU
Nihari,MENU
Halim,MENU
Paya,MENU
Rasgulla,MENU
Rasmalai,MENU
Halwa Puri,MENU
Chicken Seekh Kebab,MENU
Keema Naan,MENU
Paneer Korma,MENU
Beef Samosa,MENU
Lamb Paya,MENU
Halwa,MENU
Chanay,MENU
Veal Biryani,MENU
Halwa Poori,MENU
Sweet Lassi,MENU
Till Naan,MENU
Channay,MENU
Kulcha,MENU
Cholay,MENU
Tea,MENU
Halwa Puri Channa,MENU
Dal Chana,MENU
Puri,MENU
Nehari,MENU
Chick Pea,MENU
Yogurt,MENU
Nihari Gravy Curry,MENU
Chicken Jalfraizi,MENU
Grilled Vegetables,MENU
Pastry,MENU
Brobowl,MENU
Bombay Fish,MENU
Naan Roll,MENU
Frankie Rolls,MENU
Sandwich,MENU
Bro Bowl,MENU
Bhel Puri,MENU
Butter Chicken Poutine,MENU
French Fries,MENU
Delhi Kebab,MENU
Scorpion Sauce,MENU
Garlic Bread,MENU
Toasted Bread,MENU
Bo Bay Fish,MENU
Chickpea Masala,MENU
Spinach Paneer Wrap,MENU
Mixed Vegetables,MENU
Potatoe Bowls,MENU
Burrito,MENU
Chili Chicken Bro,MENU
Chili Sauce,MENU
Plain Chicken,MENU
Chana Chaat,MENU
Bro Bowls,MENU
Channa Samosa,MENU
Butter Chicken Bro,MENU
Chickpea Curry,MENU
Burritos,MENU
Chicken Tikka Masaala,MENU
Coconut Shrimp,MENU
Saag Lamb,MENU
Smokey Tomato Sauce,MENU
Stews,MENU
Palau Rice,MENU
Sweet Rice,MENU
Yogurt Cream Sauce,MENU
Curry Lamb,MENU
Sali Boti,MENU
Dum Aloo Kashmiri,MENU
Saffron Sauce,MENU
Bengan Bharta,MENU
Saffron Rice,MENU
Mango Chutney,MENU
Checkin Baryani,MENU
Cheese,MENU
Coleslaw Salad,MENU
Lamb Roganjosh,MENU
Chicken Masalas,MENU
Tandoor Paneer,MENU
Tarragon Sauce,MENU
Chicken Noorani Kebab,MENU
Lamb Korma,MENU
Paneer Saag,MENU
Khums Matar Paneer,MENU
Chicken Lababda,MENU
Jasmine Rice,MENU
Papdi Chat,MENU
Chicken Mirch Tikka Tandoori,MENU
Lamb Chop Kandhari,MENU
Eggplant Bharta,MENU
Chat Papri,MENU
Chicken Tikka Misalla,MENU
Tawa Paneer Masala,MENU
Lamb Rogan Josh,MENU
Sada Chawal,MENU
Lentil Dish,MENU
Paneer Masala,MENU
Butter Chicken Tikka Massala,MENU
Spinach With Goat Cheese,MENU
Lentil Chicken Soup,MENU
Red Curry Chicken,MENU
Tawa Chicken,MENU
Butter Chicken Dinner,MENU
Pokora,MENU
Chicken Tikki Marsala,MENU
Chickien Biranyi,MENU
Chat,MENU
Butter Chicken Curry,MENU
Mixed Vegetable Samosa,MENU
Beef Rogan Josh,MENU
Malai Prawns,MENU
Masala Chai,MENU
Crispy,MENU
Mixed Veg,MENU
Tandoiri Machi,MENU
Spinach Puree,MENU
Okra Vegetarian Dish,MENU
Coriander Chutney,MENU
Jalfrezi,MENU
Goat Vindaloo,MENU
Chicken Mirch Tikka,MENU
Kulfi,MENU
Pistachio Kulfi,MENU
Vegetarian Curry,MENU
Poppadums,MENU
Onion Kulcha,MENU
Veg Kofta,MENU
Cheese Dumpling,MENU
Saag Chicken,MENU
Chole Masala,MENU
Matar Paneer,MENU
Rogan Josh,MENU
Salad Bar,MENU
Daal Makhaani,MENU
Fish Curry,MENU
Lamb Roghan Josh,MENU
Beef Roghan Josh,MENU
Paneer Mutter Masala,MENU
Daal Makhani,MENU
Beef Curry,MENU
Ice Cream Freezer,MENU
Regular Naan Bread,MENU
Fish Malabari,MENU
Saffron Paneer,MENU
Lamb Sali Boti,MENU
Rogan Joshi,MENU
Shrimp Vindaloo,MENU
Aloo Kashmiri,MENU
Chutney Bar,MENU
Malligatwani Soup,MENU
Indian Ice Cream,MENU
Galub Jamun,MENU
Mattar Paneer,MENU
Buttery Garlic Naan Bread,MENU
Eggplant Curry,MENU
Grilled Paneer,MENU
Pea Pilaf,MENU
Vegetarian Roasted Eggplant,MENU
Beers,MENU
Chicken Lababdar,MENU
Pudina Paratha,MENU
Laccha Paratha,MENU
Chole Palau Onion Pakora Mango Kulfi,MENU
Appetizer Platter,MENU
Onion Bhajia,MENU
Shrimp Biryani,MENU
Vindaloo Sauce,MENU
Amritsari Machi,MENU
Roti & Eggplant,MENU
Vegetable Garnish,MENU
Paneer Tikka,MENU
Veal Pulao,MENU
Achari Chicken,MENU
Haleem,MENU
Sindhi Biryani,MENU
Lollypop Chicken,MENU
Shami Kebab,MENU
Fingerfish,MENU
Chana Samosa,MENU
Vegetarian Samosa,MENU
Punjabi Kadi,MENU
Cream Sauce,MENU
Tandoor Roti,MENU
Papdi Chaat,MENU
Fried Tortilla Pieces,MENU
Oignon Bhaji,MENU
Bhaji,MENU
Sweet Sauce,MENU
Paneer Curry,MENU
Vegetables Jalfrezi,MENU
Vegetarian Thali,MENU
Papdi,MENU
Steamed Basmati Rice,MENU
Chaat Pari,MENU
Shahi Panner,MENU
Aloo Paratha,MENU
Stuffed Bread,MENU
Orange Sauce,MENU
Vegetable Mix,MENU
Lollipop Chicken,MENU
Chicken Wings,MENU
Kungpao Chicken,MENU
Szechuan Fish,MENU
Fried Noodles,MENU
Yeng Chow Fried Rice,MENU
Combo Soup,MENU
Honey Garlic Chicken Wings,MENU
Bombay Chicken,MENU
Munchurian Chicken,MENU
Munchurian Chicken Chowmein,MENU
Chowmein,MENU
Steamed Rice,MENU
Shrimp Pekoras,MENU
Manchurian Noodles,MENU
Honey Garlic Chicken Combo,MENU
Sweet And Sour Chicken,MENU
Veggie Spring Roll,MENU
Chicken Hot & Sour Soup,MENU
Machurian Chicken,MENU
Bros Chicken Chilli Chicken,MENU
Chilli Fish Crispy Ginger Beef Spring Rolls Chow Mein,MENU
Beef Fried Rice,MENU
Bombay Tiger Prawns,MENU
Manchuria Chicken,MENU
Black Bean Sauce,MENU
Vegetarian Manchurian Balls,MENU
Bombay Paneer,MENU
Chilli Paneer,MENU
Szchewan Chicken,MENU
Dry Manchurian Beef,MENU
Chill Chicken,MENU
Szechwan Chicken,MENU
Szechuan Chicken,MENU
Pad Thai,MENU
Regular Fried Rice,MENU
Egg Rice,MENU
Egg,MENU
Chicken Karahi,MENU
Roghan Gosht,MENU
Chicken Roll,MENU
Chiken Tikka,MENU
Veggie Dish,MENU
Marinated Fish Kebab,MENU
Fish Pieces,MENU
Lamb Rogan Josht,MENU
Chicken Rogan Josh,MENU
Ground Beef Rogan Josh,MENU
Buttery Naan,MENU
Biryani Rice,MENU
Chicken Afghan Tikki,MENU
Mix Vegetable Gravy,MENU
Tarka Daal,MENU
Salty Lassi,MENU
Beef Quorma,MENU
Beriani,MENU
Afghani Kebab,MENU
Plain,MENU
Coconut,MENU
Lamb Qorma,MENU
Malek Paneer,MENU
Quorma,MENU
Veggie Ball,MENU
Bbq Platter,MENU
Butter Chicken Samosa,MENU
Quarma,MENU
Gobi Manchuria,MENU
Malia Kofta,MENU
Egg Kothu Paratha,MENU
Ghee Roast Dosa,MENU
Paneer Butter Masala,MENU
Barrel Chicken,MENU
Mango / Mint Juice,MENU
Rasam,MENU
Dum Aloo,MENU
Baby Potato Curry,MENU
Channa Palgk,MENU
Spinach,MENU
Plain Naan Bread,MENU
Dhal Tadka,MENU
Lentil Dumplings,MENU
Upma Vegetarian Dish,MENU
Ulab,MENU
Spicy Chicken Tandoori,MENU
Black Paper Chicken,MENU
Goat Biryani,MENU
Veg Manchurian Dry,MENU
Malai Cofta,MENU
Chili Paneer,MENU
Karahi Paneer,MENU
Idlis,MENU
Lamb Kurma,MENU
Chennai Chettinad,MENU
Pani Poori,MENU
Lamb Kohlapuri,MENU
Chettinad Curry,MENU
Garlic Curry,MENU
Pav Bhaji,MENU
Schezwan Noodles,MENU
Vada Pav,MENU
Andhra Masala Dosa,MENU
Alle Karte,MENU
Dal Makhni,MENU
Tandoori Rotis,MENU
Vada,MENU
Chole,MENU
Gobi Manchurian,MENU
Pepper Chicken,MENU
Schezwan Veg Fried Rice,MENU
Cauliflower Curry,MENU
Pickle,MENU
Chettinad,MENU
Chicken Biryaani,MENU
Veggie Manchurian,MENU
Chicken Manchurian,MENU
Samosa Chat,MENU
Mutton Chukka,MENU
Chilly Paneer,MENU
Paratha Bread,MENU
Vegetarian Curries,MENU
Veggie Curry,MENU
Vegan Curries,MENU
Gobi Machurian,MENU
Chicken Chetinaad,MENU
Kashmiri Naan,MENU
Chettinad Cusine,MENU
Veg Hakka Noodles,MENU
Kotthu Paratto,MENU
Spciy Chicken Garvy,MENU
Cheese Uttapam,MENU
Gobi Chettinaad Masala,MENU
Golab Jamun,MENU
Jamun Golab,MENU
Potato Dosa,MENU
Tikka Sauce,MENU
Kothu Paratha,MENU
Chicken Kurma,MENU
Chili Fish,MENU
Pani Pori,MENU
Pappadums,MENU
Chicken Khoulapouri,MENU
Rata,MENU
White Bread,MENU
Sambar Soup,MENU
Paneer Butter Curry,MENU
Veg Binaloo,MENU
Buttered And Garlic Naan,MENU
Coconut Special Dosa,MENU
Gulab Jabun,MENU
Samosa Chaat,MENU
Bhel Poori,MENU
Butter Chicken Gravy,MENU
Rassam,MENU
Baingan Bartha,MENU
Chole Palak,MENU
Egg Masala,MENU
Crispy Dosa,MENU
Spicy Vegetable Soup,MENU
Garlic Butter Naan,MENU
Tikka Masala Sauce,MENU
Medu Vada,MENU
Sambaar,MENU
Plain Yogurt Rice,MENU
Onion Rava Dosa,MENU
Chaats,MENU
Yogurt And Tamarind Sauce,MENU
Pappadi,MENU
Uttappam,MENU
Masala Poori,MENU
Vadas,MENU
Chili Bhaji,MENU
Mixed Veg Curry,MENU
Hot Chicken,MENU
Vegetarian Dosa,MENU
Yellow Dal,MENU
Fruit,MENU
Sweet Corn Chicken Soup,MENU
Gulab Jaman,MENU
Chettinaad Chicken Curry,MENU
Onion Tomato Uthappa,MENU
Uthappa,MENU
Crab Curry,MENU
Crab,MENU
Custard,MENU
